Transaction_ID,Date,Day_of_Week,Branch_ID,Branch_Location,Product_ID,Drug_Name,Category,Quantity,Unit_Price_KES,Total_Sale_KES,Payment_Method
4699,2025-11-22,Saturday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,Cash
4700,2025-11-22,Saturday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
4701,2025-11-22,Saturday,B02,Embakasi,P001,,Pain Relief,2,10,20,Card
4702,2025-11-22,Saturday,B02,Embakasi,P007,Metformin 500mg,Diabetes,3,40,120,Card
4703,2025-11-22,Saturday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4704,2025-11-22,Saturday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,M-Pesa
4705,2025-11-23,Sunday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4706,2025-11-23,Sunday,B01,,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4707,2025-11-23,Sunday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
4708,2025-11-23,Sunday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
4709,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M pesa
4710,2025-11-23,Sunday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,M-Pesa
4711,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,56,M-Pesa
4712,2025-11-23,Sunday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
4713,2025-11-23,Sunday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4714,2025-11-23,Sunday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
4715,2025-11-23,Sunday,B01,,P010,Antacid Tablets,Digestive,1,20,20,Cash
4716,2025-11-23,Sunday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4717,2025-11-23,Sunday,B01,Nairobi CBD,P008,Insulin,Diabetes,1,450,450,M-Pesa
4718,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,Cash
4719,2025-11-23,Sunday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Card
4720,2025-11-23,Sunday,B01,,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Card
4721,2025-11-23,Sunday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4722,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Card
4723,2025-11-23,Sunday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
4724,2025-11-23,Sunday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
4725,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
4726,2025-11-23,Sunday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,Cash
4727,2025-11-23,Sunday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
4728,2025-11-23,Sunday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
4729,2025-11-23,Sunday,B01,,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
4730,2025-11-23,Sunday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,Cash
4731,2025-11-23,Sunday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,Cash
4732,2025-11-23,Sunday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
4733,2025-11-23,Sunday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
4734,2025-11-23,Sunday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,Cash
4735,2025-11-23,Sunday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
4736,2025-11-23,Sunday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,
4737,2025-11-23,Sunday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,3,90,270,Cash
4738,2025-11-23,Sunday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
4739,2025-11-23,Sunday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4740,2025-11-23,Sunday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4741,2025-11-23,Sunday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
4742,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
4743,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,3,10,30,Cash
4744,2025-11-23,Sunday,B02,embakasi,P002,,Pain Relief,1,15,15,M-Pesa
4745,2025-11-23,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
4746,2025-11-23,Sunday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
4747,2025-11-23,Sunday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,Cash
4748,2025-11-23,Sunday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4749,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
4750,2025-11-23,Sunday,B02,embakasi,P007,Metformin 500mg,Diabetes,1,40,40,Cash
4751,2025-11-23,Sunday,B02,embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,M-Pesa
4752,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10,Cash
4753,2025-11-23,Sunday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,M-Pesa
4754,2025-11-23,Sunday,B02,Embakasi,P001,Paracetmol,Pain Relief,1,10,10,M-Pesa
4755,2025-11-23,Sunday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
4756,2025-11-23,Sunday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,Cash
4757,2025-11-23,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
4758,2025-11-23,Sunday,B02,Embakasi,P010,,Digestive,2,20,40,M-Pesa
4759,2025-11-23,Sunday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,M-Pesa
4760,2025-11-23,Sunday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4761,2025-11-23,Sunday,B02,Embakasi,P006,,Cold & Flu,3,90,270,Cash
4762,2025-11-23,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Card
4763,2025-11-23,Sunday,B02,Embakasi,P003,,Antibiotic,2,35,70,M-Pesa
4764,2025-11-23,Sunday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
4765,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,Cash
4766,2025-11-23,Sunday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,Cash
4767,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,Cash
4768,2025-11-23,Sunday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4769,2025-11-23,Sunday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,Card
4770,2025-11-23,Sunday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
4771,2025-11-23,Sunday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,1,10,10, Cash
4772,2025-11-23,Sunday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
4773,2025-11-24,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,Card
4774,2025-11-24,Monday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,Cash
4775,2025-11-24,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,Cash
4776,2025-11-24,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
4777,2025-11-24,Monday,B01,Nairobi CBD,P007,,Diabetes,3,40,120,M-Pesa
4778,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4779,2025-11-24,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
4780,2025-11-24,Monday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
4781,2025-11-24,Monday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,Card
4782,2025-11-24,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900, M-Pesa
4783,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,Cash
4784,2025-11-24,Monday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,Card
4785,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,
4786,2025-11-24,Monday,B01,,P006,Cough Syrup,Cold & Flu,3,90,270,M-Pesa
4787,2025-11-24,Monday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4788,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
4789,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,Cash
4790,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,Insurance
4791,2025-11-24,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
4792,2025-11-24,Monday,B01,Nairobi CBD,P009,,Hypertension,1,30,30,M-Pesa
4793,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,
4794,2025-11-24,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,Cash
4795,2025-11-24,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,
4796,2025-11-24,Monday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4797,2025-11-24,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
4798,2025-11-24,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,M-Pesa
4799,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Cash
4800,2025-11-24,Monday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,Cash
4801,2025-11-24,Monday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,
4802,2025-11-24,Monday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120, Cash
4803,2025-11-24,Monday,B01,Nairobi CBD,P008,,Diabetes,2,450,911,Cash
4804,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
4805,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
4806,2025-11-24,Monday,B01,,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
4807,2025-11-24,Monday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
4808,2025-11-24,Monday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Card
4809,2025-11-24,Monday,B01,Nairobi CBD,P004,,Antibiotic,1,120,120,Insurance
4810,2025-11-24,Monday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
4811,2025-11-24,Monday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,Cash
4812,2025-11-24,Monday,B01,,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4813,2025-11-24,Monday,B02,Embakasi,P007,,Diabetes,2,40,80,
4814,2025-11-24,Monday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
4815,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
4816,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4817,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4818,2025-11-24,Monday,B02,Embakasi,P008,Insulin,Diabetes,3,450,1350,Cash
4819,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,Insurance
4820,2025-11-24,Monday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4821,2025-11-24,Monday,B02,Embakasi,P010,,Digestive,3,20,60,M-Pesa
4822,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20, M-Pesa
4823,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M-Pesa
4824,2025-11-24,Monday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
4825,2025-11-24,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
4826,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4827,2025-11-24,Monday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,Card
4828,2025-11-24,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
4829,2025-11-24,Monday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
4830,2025-11-24,Monday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,
4831,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4832,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M pesa
4833,2025-11-24,Monday,B02,embakasi,P010,Antacid Tablets,Digestive,3,20,60,Card
4834,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,Cash
4835,2025-11-24,Monday,B02,Embakasi,P010,Antacid Tablets,Digestive,1,20,20,M pesa
4836,2025-11-24,Monday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,Cash
4837,2025-11-24,Monday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,3,10,30,M-Pesa
4838,2025-11-24,Monday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
4839,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
4840,2025-11-24,Monday,B02,embakasi,P010,Antacid Tablets,Digestive,1,20,20,Card
4841,2025-11-24,Monday,B02,embakasi,P002,Ibuprofen 200mg,Pain Relief,3,15,45, M-Pesa
4842,2025-11-24,Monday,B02,Embakasi,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
4843,2025-11-24,Monday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,M-Pesa
4844,2025-11-24,Monday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,M-Pesa
4845,2025-11-25,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15, M-Pesa
4846,2025-11-25,Tuesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
4847,2025-11-25,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,3,10,41,M-Pesa
4848,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,
4849,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4850,2025-11-25,Tuesday,B01,,P010,Antacid Tablets,Digestive,2,20,40,M-Pesa
4851,2025-11-25,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M pesa
4852,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,
4853,2025-11-25,Tuesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M-Pesa
4854,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,M-Pesa
4855,2025-11-25,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,1,450,461,M-Pesa
4856,2025-11-25,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,Card
4857,2025-11-25,Tuesday,B01,Nairobi CBD,P004,,Antibiotic,3,120,360,Cash
4858,2025-11-25,Tuesday,B01,Nairobi CBD,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4859,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,M pesa
4860,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Card
4861,2025-11-25,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
4862,2025-11-25,Tuesday,B01,Nairobi CBD,P003,,Antibiotic,3,35,105,M-Pesa
4863,2025-11-25,Tuesday,B01,Nairobi CBD,P001,,Pain Relief,1,10,10,M-Pesa
4864,2025-11-25,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,1,450,450,Card
4865,2025-11-25,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,2,35,70,M-Pesa
4866,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,Insurance
4867,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,131,Card
4868,2025-11-25,Tuesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4869,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
4870,2025-11-25,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,
4871,2025-11-25,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,1,450,450,M-Pesa
4872,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
4873,2025-11-25,Tuesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,Insurance
4874,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,2,25,50,M-Pesa
4875,2025-11-25,Tuesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
4876,2025-11-25,Tuesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
4877,2025-11-25,Tuesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,Card
4878,2025-11-25,Tuesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,3,30,90,M-Pesa
4879,2025-11-25,Tuesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
4880,2025-11-25,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,1,40,40,M-Pesa
4881,2025-11-25,Tuesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,M-Pesa
4882,2025-11-25,Tuesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
4883,2025-11-25,Tuesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,3,35,105,M-Pesa
4884,2025-11-25,Tuesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,M-Pesa
4885,2025-11-25,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,
4886,2025-11-25,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4887,2025-11-25,Tuesday,B02,Embakasi,P007,Metformin 500mg,Diabetes,2,40,80, M-Pesa
4888,2025-11-25,Tuesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
4889,2025-11-25,Tuesday,B02,,P009,Amlodipine 5mg,Hypertension,1,30,30,Cash
4890,2025-11-25,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,1,30,30,M-Pesa
4891,2025-11-25,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,3,10,30,M pesa
4892,2025-11-25,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,3,30,90,Cash
4893,2025-11-25,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4894,2025-11-25,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,1,25,25,Cash
4895,2025-11-25,Tuesday,B02,Embakasi,P001,Paracetmol,Pain Relief,1,10,10,M-Pesa
4896,2025-11-25,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
4897,2025-11-25,Tuesday,B02,Embakasi,P001,Paracetamol 500mg,Pain Relief,2,10,20, Card
4898,2025-11-25,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,2,35,70,Cash
4899,2025-11-25,Tuesday,B02,Embakasi,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M-Pesa
4900,2025-11-25,Tuesday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,Cash
4901,2025-11-25,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
4902,2025-11-25,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
4903,2025-11-25,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4904,2025-11-25,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450, M-Pesa
4905,2025-11-25,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,1,30,41,M-Pesa
4906,2025-11-25,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
4907,2025-11-25,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,2,450,900,M-Pesa
4908,2025-11-25,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4909,2025-11-25,Tuesday,B02,Embakasi,P008,Insulin,Diabetes,1,450,450,M-Pesa
4910,2025-11-25,Tuesday,B02,Embakasi,P009,Amlodipine 5mg,Hypertension,2,30,60,Cash
4911,2025-11-25,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,2,90,180,M-Pesa
4912,2025-11-25,Tuesday,B02,Embakasi,P005,Vitamin C Tablets,Supplement,3,25,75,Cash
4913,2025-11-25,Tuesday,B02,Embakasi,P006,Cough Syrup,Cold & Flu,1,90,90,M-Pesa
4914,2025-11-25,Tuesday,B02,Embakasi,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4915,2025-11-25,Tuesday,B02,Embakasi,P003,Amoxicillin 250mg,Antibiotic,3,35,105,M-Pesa
4916,2025-11-25,Tuesday,B02,Embakasi,P004,Azithromycin 500mg,Antibiotic,2,120,240,M-Pesa
4917,2025-11-26,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30,M-Pesa
4918,2025-11-26,Wednesday,B01,Nairobi CBD,P003,Amoxicillin 250mg,Antibiotic,1,35,35,M-Pesa
4919,2025-11-26,Wednesday,B01,,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4920,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
4921,2025-11-26,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,Cash
4922,2025-11-26,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,900,M-Pesa
4923,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,2,120,240,Insurance
4924,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,M-Pesa
4925,2025-11-26,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,3,25,75,Insurance
4926,2025-11-26,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,3,15,45,M-Pesa
4927,2025-11-26,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,1,450,450,Cash
4928,2025-11-26,Wednesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,M pesa
4929,2025-11-26,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
4930,2025-11-26,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,2,20,40,Insurance
4931,2025-11-26,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,1,15,15,M pesa
4932,2025-11-26,Wednesday,B01,Nairobi CBD,P009,Amlodipine 5mg,Hypertension,2,30,60,M-Pesa
4933,2025-11-26,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,3,450,1350,
4934,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
4935,2025-11-26,Wednesday,B01,Nairobi CBD,P008,Insulin,Diabetes,2,450,911,
4936,2025-11-26,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4937,2025-11-26,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,2,40,80,Cash
4938,2025-11-26,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4939,2025-11-26,Wednesday,B01,Nairobi CBD,P001,Paracetamol 500mg,Pain Relief,2,10,20,
4940,2025-11-26,Wednesday,B01,Nairobi CBD,P010,Antacid Tablets,Digestive,3,20,60,M-Pesa
4941,2025-11-26,Wednesday,B01,Nairobi CBD,P005,Vitamin C Tablets,Supplement,1,25,25,M-Pesa
4942,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,1,120,120,Insurance
4943,2025-11-26,Wednesday,B01,Nairobi CBD,P003,,Antibiotic,1,35,35,M-Pesa
4944,2025-11-26,Wednesday,B01,Nairobi CBD,P007,Metformin 500mg,Diabetes,3,40,120,M-Pesa
4945,2025-11-26,Wednesday,B01,Nairobi CBD,P002,Ibuprofen 200mg,Pain Relief,2,15,30, Insurance
4946,2025-11-26,Wednesday,B01,Nairobi CBD,P004,Azithromycin 500mg,Antibiotic,3,120,360,Cash
